,BindingDB,Host,Guest,pH,Temp,SlogP,SMR,LabuteASA,TPSA,AMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumAtoms,Formal Charge,SlogP (#1),SMR (#1),LabuteASA (#1),TPSA (#1),AMW (#1),NumLipinskiHBA (#1),NumLipinskiHBD (#1),NumRotatableBonds (#1),NumAtoms (#1),delta_g0
36,3542_18,BDBM36126,BDBM36225,6.9,25.0,2.998800000000001,85.94950000000006,134.45883537733908,75.63000000000002,313.353,5.0,2.0,7.0,42.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-7.9
37,3535_13,BDBM36126,BDBM36151,7.2,25.0,1.3261000000000005,56.32360000000002,87.0815943582855,83.22,222.245,4.0,2.0,1.0,23.0,-1.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-7.494
38,3542_26,BDBM36126,BDBM36231,6.9,25.0,1.3224000000000005,119.2086,188.8672552405821,149.61999999999995,452.46700000000016,10.0,5.0,10.0,57.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.9
39,3535_11,BDBM36126,BDBM36146,7.2,25.0,1.7439000000000002,51.91120000000002,81.7417036612728,57.2,207.23,3.0,0.0,1.0,21.0,-1.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.615
40,3542_21,BDBM36126,BDBM36228,6.9,25.0,0.8411000000000005,107.3519,172.97643028783256,133.82999999999998,413.4300000000002,9.0,4.0,10.0,53.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.4
41,3542_28,BDBM36126,BDBM36233,6.9,25.0,2.1133999999999995,98.93720000000006,156.90010388978413,104.73,370.40500000000014,7.0,3.0,8.0,49.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.2
42,3542_32,BDBM36126,BDBM36237,6.9,25.0,2.5947000000000005,110.79390000000004,172.79092884253362,120.52,409.4420000000002,8.0,4.0,8.0,53.0,0.0,-17.406400000000005,261.0671999999995,495.7173837475217,633.2000000000003,1297.1280000000015,40.0,24.0,8.0,168.0,-6.0
43,3535_5,BDBM11,BDBM36146,7.2,25.0,1.7439000000000002,51.91120000000002,81.7417036612728,57.2,207.23,3.0,0.0,1.0,21.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-30.69
44,3535_10,BDBM11,BDBM36148,7.2,25.0,1.1321999999999994,52.65900000000002,81.79870773226516,40.13,185.202,2.0,0.0,2.0,23.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-29.89
45,3549_8,BDBM11,BDBM36266,7.2,25.0,2.1935,45.23580000000002,68.80630150253657,20.23,154.253,1.0,1.0,0.0,29.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-26.37
46,3549_7,BDBM11,BDBM36265,7.2,25.0,2.1935,45.23580000000002,68.80630150253657,20.23,154.253,1.0,1.0,0.0,29.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-24.83
47,3549_5,BDBM11,BDBM36263,7.2,25.0,2.401700000000001,44.23600000000002,68.17358985038433,17.07,152.237,1.0,0.0,0.0,27.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-24.52
48,3530_81,BDBM11,BDBM36106,6.9,25.0,1.1643,46.62560000000003,73.60053525473258,40.46,170.25199999999995,2.0,2.0,0.0,30.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-24.38
49,3530_82,BDBM11,BDBM36107,6.9,25.0,1.1643,46.62560000000003,73.60053525473258,40.46,170.25199999999995,2.0,2.0,0.0,30.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-22.36
50,3545_4,BDBM11,BDBM36253,7.2,25.0,4.342400000000004,76.09040000000007,107.40508397472617,0.0,235.415,1.0,0.0,9.0,46.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-21.8
51,3549_6,BDBM11,BDBM36264,7.2,25.0,2.401700000000001,44.23600000000002,68.17358985038433,17.07,152.237,1.0,0.0,0.0,27.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-21.74
52,3538_1,BDBM11,BDBM36168,7.2,25.0,3.143200000000001,106.01860000000006,169.6538184014664,80.59,391.5720000000002,4.0,2.0,4.0,67.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-21.71
53,3540_25,BDBM11,BDBM36194,6.9,25.0,2.0916,38.3258,57.0822484272726,20.23,128.215,1.0,1.0,0.0,25.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-21.4
54,3545_1,BDBM11,BDBM36251,7.2,25.0,2.7820000000000014,57.62240000000005,81.94531551713972,0.0,179.30700000000004,1.0,0.0,5.0,34.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-21.11
55,3538_2,BDBM11,BDBM36165,7.2,25.0,2.113999999999998,107.40840000000007,174.44805215366245,100.82,407.57100000000014,5.0,3.0,4.0,68.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-21.03
56,3530_23,BDBM11,BDBM36055,6.9,25.0,1.3004000000000002,61.22420000000003,103.6697734660663,74.27,310.189,4.0,0.0,2.0,30.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-21.0
57,3530_24,BDBM11,BDBM36056,6.9,25.0,1.3004000000000002,61.22420000000003,103.6697734660663,74.27,310.189,4.0,0.0,2.0,30.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-20.8
58,3530_33,BDBM11,BDBM36065,6.9,25.0,2.1466000000000003,49.20200000000003,77.8683218346148,46.5,181.235,3.0,0.0,1.0,28.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-20.8
59,3535_4,BDBM11,BDBM50029034,7.2,25.0,1.7439000000000002,51.91120000000002,81.7417036612728,57.2,207.23,3.0,0.0,1.0,21.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-20.64
60,3530_35,BDBM11,BDBM36066,6.9,25.0,2.1466000000000003,49.20200000000003,77.8683218346148,46.5,181.235,3.0,0.0,1.0,28.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-20.6
61,3530_55,BDBM11,BDBM36085,6.9,25.0,1.3724999999999998,45.62580000000002,72.96782360258035,37.3,168.23599999999996,2.0,1.0,0.0,28.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-20.41
62,3538_3,BDBM11,BDBM36169,7.2,25.0,1.2302000000000004,120.41810000000008,196.88932066610744,129.92,464.62300000000033,7.0,4.0,6.0,75.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-20.32
63,3549_3,BDBM11,BDBM36178,7.2,25.0,1.7015,33.70879999999999,50.717306312876,20.23,114.18799999999999,1.0,1.0,0.0,22.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.7
64,3530_56,BDBM11,BDBM36086,6.9,25.0,1.3724999999999998,45.62580000000002,72.96782360258035,37.3,168.23599999999996,2.0,1.0,0.0,28.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.43
65,3538_4,BDBM11,BDBM36170,7.2,25.0,2.0255,129.97530000000006,209.56220082390828,146.98999999999995,514.7050000000003,8.0,4.0,7.0,79.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.35
66,3540_23,BDBM11,BDBM36193,6.9,25.0,1.5574,33.63879999999999,50.71730631287598,20.23,114.188,1.0,1.0,0.0,22.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.3
67,3529_44,BDBM11,BDBM36011,6.9,24.85,1.2024999999999997,54.52940000000004,80.16508683595544,16.61,176.28300000000004,1.0,2.0,2.0,31.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.3
68,3535_6,BDBM11,BDBM36149,7.2,25.0,0.6480000000000004,59.874400000000016,103.3703396713134,114.39999999999998,286.286,6.0,0.0,2.0,24.0,-2.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.29
69,3534_53,BDBM11,BDBM36145,6.9,25.0,1.5574,33.63879999999999,50.71730631287598,20.23,114.188,1.0,1.0,0.0,22.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.23
70,3530_90,BDBM11,BDBM36114,6.9,25.0,0.7066999999999996,36.19899999999999,61.24377052731636,40.13,141.19,2.0,0.0,2.0,23.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.2
71,3540_18,BDBM11,BDBM36189,6.9,25.0,1.7015,33.70879999999999,50.717306312876,20.23,114.18800000000002,1.0,1.0,0.0,22.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.2
72,3540_19,BDBM11,BDBM36190,6.9,25.0,1.5574,33.63879999999999,50.71730631287597,20.23,114.188,1.0,1.0,0.0,22.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.18
73,3540_21,BDBM11,BDBM36192,6.9,25.0,1.5574,33.63879999999999,50.71730631287598,20.23,114.188,1.0,1.0,0.0,22.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.08
74,6_22,BDBM11,BDBM5,6.9,30.0,1.3114,29.091799999999985,44.352364198479385,20.23,100.161,1.0,1.0,0.0,19.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-19.08
75,3540_20,BDBM11,BDBM36191,6.9,25.0,1.5574,33.63879999999999,50.71730631287597,20.23,114.188,1.0,1.0,0.0,22.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-18.8
76,3539_56,BDBM11,BDBM36083,6.9,25.0,-0.32250000000000023,37.5888,66.03800427951236,60.36,157.189,3.0,1.0,2.0,24.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-18.506
77,3530_19,BDBM11,BDBM36051,6.9,25.0,1.0725999999999996,50.84770000000003,83.75878478571174,64.63,203.238,5.0,1.0,2.0,31.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.4
78,3539_30,BDBM11,BDBM36067,6.9,25.0,0.927,53.126200000000026,89.80222586042498,74.27,231.293,4.0,0.0,2.0,30.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.38
79,3530_54,BDBM11,BDBM36084,6.9,25.0,-0.32250000000000023,37.5888,66.03800427951236,60.36,157.189,3.0,1.0,2.0,24.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.31
80,3530_20,BDBM11,BDBM36052,6.9,25.0,1.0725999999999996,50.84770000000003,83.75878478571174,64.63,203.238,5.0,1.0,2.0,31.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.3
81,6_25,BDBM11,BDBM7,6.9,25.0,1.7656,32.63899999999998,50.084594660723724,17.07,112.17200000000001,1.0,0.0,0.0,20.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.24
82,6_24,BDBM11,BDBM6,6.9,25.0,1.5196,28.091999999999985,43.71965254632713,17.07,98.145,1.0,0.0,0.0,17.0,0.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.24
83,3530_38,BDBM11,BDBM36068,6.9,25.0,0.927,53.126200000000026,89.80222586042498,74.27,231.293,4.0,0.0,2.0,30.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.203
84,3539_32,BDBM11,BDBM36116,6.9,25.0,1.2511999999999996,47.13510000000004,68.23106227409612,27.64,150.245,1.0,3.0,4.0,27.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.2
85,3540_7,BDBM11,BDBM36184,6.9,25.0,0.7591999999999998,44.38700000000003,71.84692742932317,40.13,163.196,2.0,0.0,4.0,23.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.2
86,3530_74,BDBM11,BDBM36099,6.9,25.0,0.9301,44.48100000000003,71.84692742932317,40.13,163.196,2.0,0.0,3.0,23.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.2
87,3540_15,BDBM11,BDBM36142,6.9,25.0,1.5888,41.13109999999999,58.63373652561853,27.64,130.255,1.0,3.0,6.0,29.0,1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.2
88,3530_93,BDBM11,BDBM36117,6.9,25.0,0.9301,44.48100000000003,71.84692742932317,40.13,163.196,2.0,0.0,3.0,23.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.119
89,3530_73,BDBM11,BDBM36098,6.9,25.0,0.9301,44.48100000000003,71.84692742932317,40.13,163.196,2.0,0.0,3.0,23.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-16.05
90,3530_17,BDBM11,BDBM36049,6.9,25.0,-0.35050000000000026,43.83870000000002,77.07453119400428,78.46000000000002,188.20299999999997,5.0,1.0,2.0,27.0,-1.0,-15.23060000000003,228.4337999999996,433.9237704990695,554.0500000000002,1134.9870000000014,35.0,21.0,7.0,147.0,-15.99
